area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Samal,3 BHK,Sourtal,1230,2,2,3692190
Built-up  Area,Ready To Move,Calbayog,2 BHK,Nastadr,955,2,3,3694950
Super built-up  Area,19-Dec,Calamba,2 BHK,GathiVa,1225,2,1,3694950
Super built-up  Area,Ready To Move,Ozamiz,2 BHK,ViistLa,1190,2,1,3694950
Super built-up  Area,Ready To Move,Tuguegarao,3 BHK,Sodgere,1580,3,3,3695640
Super built-up  Area,Ready To Move,General Trias,3 BHK,,1580,3,3,3695640
Super built-up  Area,17-Oct,Navotas,2 BHK,JRrnauv,1339,2,1,3695640
Super built-up  Area,Ready To Move,Mandaue,2 BHK,,1255,2,1,3696330
Super built-up  Area,Ready To Move,Talisay,3 BHK,,1410,2,3,3697020
Super built-up  Area,18-Aug,San Carlos,3 BHK,ArowsMe,1410,2,2,3697020
Super built-up  Area,18-Mar,Maasin,2 BHK,,1012,2,1,3697020
Super built-up  Area,Ready To Move,Pasay,3 BHK,,1340,2,3,3698400
Super built-up  Area,Ready To Move,San Jose del Monte,3 BHK,Radenta,1450,3,3,3698400
Super built-up  Area,Ready To Move,Cabanatuan,3 BHK,Skacak ,1340,2,2,3698400
Super built-up  Area,18-Apr,Tayabas,2 BHK,,1102,2,2,3703230
Super built-up  Area,18-Apr,Lipa,2 BHK,Riodsri,1102,2,2,3703230
Super built-up  Area,Ready To Move,Tacloban,2 BHK,,1102,2,2,3703230
Super built-up  Area,Ready To Move,Marawi,2 BHK,,1102,2,2,3703230
Super built-up  Area,Ready To Move,Bais,2 BHK,,1075,2,1,3705300
Super built-up  Area,Ready To Move,Cabuyao,2 BHK,Cetattu,1075,2,1,3705300
Super built-up  Area,Ready To Move,Bacoor,3 BHK,Soitya ,1278,2,1,3709440
Super built-up  Area,Ready To Move,Cotabato City,2 BHK,,1120,2,1,3709440
Super built-up  Area,Ready To Move,San Juan,3 BHK,,1279,2,1,3709440
Super built-up  Area,18-Dec,Talisay,2 BHK,Srrnasa,1157,2,1,3712200
Super built-up  Area,Ready To Move,Sipalay,2 BHK,RatosAr,1146,2,1,3712200
Super built-up  Area,Ready To Move,Santiago,2 BHK,GMown E,1255,2,1,3717030
Super built-up  Area,Ready To Move,Carcar,2 BHK,Bhmesy ,1025,2,1,3719100
Super built-up  Area,18-May,Quezon City,3 BHK,,1365,3,1,3723240
Super built-up  Area,19-Nov,Canlaon,3 BHK,Mahla T,1157,2,1,3725310
Super built-up  Area,22-Jan,Dapitan,2 BHK,,945,2,1,3726000
Built-up  Area,Ready To Move,Santo Tomas,3 BHK,SLityee,1260,2,2,3726000
Super built-up  Area,Ready To Move,Dipolog,2 BHK,Sainei ,1070,2,1,3726000
Super built-up  Area,Ready To Move,Muntinlupa,2 BHK,,1350,2,2,3726000
Super built-up  Area,Ready To Move,San Fernando,3 BHK,Dhise P,1500,2,3,3726000
Super built-up  Area,Ready To Move,Imus,3 BHK,,1590,2,1,3726000
Super built-up  Area,Ready To Move,Ormoc,2 BHK,,1200,2,1,3726000
Super built-up  Area,Ready To Move,Urdaneta,3 BHK,,1230,3,3,3726000
Super built-up  Area,Ready To Move,Dagupan,2 BHK,SNpalaj,1080,2,1,3726000
Super built-up  Area,Ready To Move,Puerto Princesa,2 BHK,Soionar,1070,2,1,3726000
Built-up  Area,Ready To Move,Caloocan,2 BHK,Prityel,1150,2,1,3726000
Super built-up  Area,19-Dec,Digos,1 BHK,Sonue A,660,1,1,3726000
Plot  Area,18-Apr,Bago,2 Bedroom,,1300,2,0,3726000
Built-up  Area,Ready To Move,Borongan,2 BHK,Valdsic,1147,2,1,3726000
Super built-up  Area,Ready To Move,Mati,2 BHK,Ajomaa ,1100,2,1,3726000
Built-up  Area,Ready To Move,Tanauan,3 BHK,Prrtht ,1350,3,2,3726000
Super built-up  Area,Ready To Move,Iloilo City,2 BHK,Ayaya A,1357,2,2,3726000
Plot  Area,Ready To Move,Cabadbaran,3 Bedroom,Prersis,600,3,1,3726000
Super built-up  Area,Ready To Move,Pagadian,3 BHK,,1318,3,1,3726000
Super built-up  Area,Ready To Move,Sagay,2 BHK,,1100,2,1,3726000
Super built-up  Area,Ready To Move,Toledo,2 BHK,,1090,2,1,3726000
Super built-up  Area,Ready To Move,Baybay,2 BHK,AWharde,1210,2,1,3726000
Super built-up  Area,Ready To Move,Marikina,2 BHK,JRrnauv,1200,2,1,3726000
Super built-up  Area,18-Apr,Antipolo,2 BHK,MJtroty,1250,1,1,3726000
Built-up  Area,Ready To Move,Manila,4 BHK,,672,3,1,3726000
Super built-up  Area,Ready To Move,Himamaylan,2 BHK,,1100,2,1,3726000
Super built-up  Area,Ready To Move,Iriga,2 BHK,,1198,2,1,3726000
Super built-up  Area,Ready To Move,Masbate,2 BHK,Niiewem,1200,1,1,3726000
Built-up  Area,Ready To Move,Valenzuela,2 BHK,SNontle,940,2,1,3726000
Super built-up  Area,Ready To Move,Cauayan,2 BHK,,1200,2,1,3726000
Super built-up  Area,18-Mar,Tangub,2 BHK,Sryalan,1145,2,1,3726000
Super built-up  Area,Ready To Move,Surigao,3 BHK,Kencyes,1590,3,1,3726000
Super built-up  Area,Ready To Move,Zamboanga City,2 BHK,ETens G,1200,2,2,3726000
Super built-up  Area,Ready To Move,Oroquieta,2 BHK,,1200,2,1,3726000
Super built-up  Area,Ready To Move,Mabalacat,3 BHK,,1625,2,2,3726000
Super built-up  Area,Ready To Move,San Pablo,3 BHK,IBaveen,1430,2,2,3726000
Super built-up  Area,Ready To Move,San Jose,2 BHK,,1300,2,1,3726000
Super built-up  Area,Ready To Move,Batac,3 BHK,,1365,3,2,3726000
Super built-up  Area,Ready To Move,Malolos,2 BHK,,1100,2,1,3726000
Super built-up  Area,Ready To Move,Naga,3 BHK,,1393,3,2,3726000
Super built-up  Area,Ready To Move,Laoag,2 BHK,PrncyRe,1152,2,1,3726000
Built-up  Area,Ready To Move,Cadiz,2 BHK,,1125,2,1,3726000
Built-up  Area,Ready To Move,Victorias,3 BHK,Ocock R,1470,3,2,3726000
Super built-up  Area,Ready To Move,Tabaco,2 BHK,SNity S,1141,2,2,3726000
Super built-up  Area,Ready To Move,Malaybalay,2 BHK,Pa II E,1200,2,1,3726000
Built-up  Area,Ready To Move,Cagayan de Oro,2 BHK,DLhtsnd,1250,2,2,3726000
Super built-up  Area,Ready To Move,Kidapawan,2 BHK,,1200,2,1,3726000
Super built-up  Area,Ready To Move,Malabon,2 BHK,,1357,2,2,3726000
Super built-up  Area,Ready To Move,Escalante,2 BHK,,1074,2,2,3726000
Super built-up  Area,Ready To Move,Iligan,3 BHK,,1410,2,1,3726000
Super built-up  Area,Ready To Move,Tagum,2 BHK,,1200,2,1,3726000
Super built-up  Area,Ready To Move,Koronadal,3 BHK,Hirio L,1590,2,2,3726000
Super built-up  Area,Ready To Move,Tagbilaran,2 BHK,Sithand,1041,2,2,3726000
Super built-up  Area,Ready To Move,Angeles,2 BHK,Mania G,1210,2,2,3726000
Super built-up  Area,Ready To Move,Meycauayan,3 BHK,,1270,2,1,3726000
Super built-up  Area,Ready To Move,Palayan,2 BHK,,965,2,1,3726000
Super built-up  Area,18-May,Lapu-Lapu,3 BHK,Clint E,1250,3,2,3726000
Super built-up  Area,Ready To Move,Tagaytay,3 BHK,,1410,2,1,3726000
Super built-up  Area,Ready To Move,Isabela,2 BHK,DLhtsen,1094,2,2,3726000
Super built-up  Area,Ready To Move,La Carlota,2 BHK,Blisera,1025,2,1,3726000
Super built-up  Area,Ready To Move,Ilagan,2 BHK,,1200,2,1,3726000
Super built-up  Area,Ready To Move,Davao City,2 BHK,,1050,2,2,3726000
Built-up  Area,Ready To Move,Candon,3 BHK,,1425,1,0,3726000
Super built-up  Area,19-Mar,Baguio,2 BHK,GMentAp,1042 - 1105,2,0,3726345
Built-up  Area,Ready To Move,Guihulngan,2 BHK,,1175,2,0,3729450
Super built-up  Area,18-Jul,Valencia,2 BHK,,1025,2,1,3732900
Super built-up  Area,Ready To Move,Cebu City,3 BHK,Asintas,1430,2,2,3733590
Super built-up  Area,Ready To Move,Cavite City,3 BHK,GMilse ,1452,3,3,3739800
Super built-up  Area,18-May,Bayugan,3 BHK,Oznuean,1355,3,2,3739800
Built-up  Area,Ready To Move,General Santos,3 BHK,Saageat,1350,2,2,3739800
Super built-up  Area,18-Dec,Taguig,3 BHK,,1936,2,2,3740490
Super built-up  Area,Ready To Move,Batangas,3 BHK,,1340,3,2,3742560
Super built-up  Area,Ready To Move,Mandaluyong,3 BHK,,1340,2,2,3744630
Super built-up  Area,Ready To Move,Kabankalan,3 BHK,Niareum,1450,3,3,3746700
Super built-up  Area,Ready To Move,Bislig,2 BHK,Prityel,1087,2,1,3746700
Super built-up  Area,Ready To Move,El Salvador,2 BHK,Kaiew L,1267,2,1,3750150
Super built-up  Area,Ready To Move,Santa Rosa,3 BHK,Mamesi ,1360,2,2,3752910
Super built-up  Area,Ready To Move,Tanjay,3 BHK,PhestOn,1360,2,2,3753600
Super built-up  Area,Ready To Move,Ligao,2 BHK,,1031,2,1,3759120
Super built-up  Area,18-Apr,Olongapo,2 BHK,,1025,2,1,3760500
Super built-up  Area,Ready To Move,Bayawan,2 BHK,,1255,2,1,3760500
Super built-up  Area,Ready To Move,Pasig,3 BHK,Srier P,1430,2,3,3760500
Super built-up  Area,Ready To Move,San Pedro,2 BHK,Vahid O,957,2,2,3760500
Super built-up  Area,Ready To Move,Tarlac City,2 BHK,Naasyak,1155,2,2,3760500
Super built-up  Area,Ready To Move,Tacurong,2 BHK,,1255,2,2,3760500
Super built-up  Area,Ready To Move,Bogo,3 BHK,DSera S,1608,3,3,3761190
Super built-up  Area,20-Dec,Naga,3 BHK,,1350,3,0,3763260
Super built-up  Area,21-May,Calapan,2 BHK,Sie 2is,1090,2,1,3763260
Super built-up  Area,19-Dec,Balanga,2 BHK,,1012,2,1,3766710
Super built-up  Area,19-Dec,San Fernando,2 BHK,SNity S,1012,2,1,3766710
Built-up  Area,Ready To Move,Butuan,3 BHK,Prlla C,1350,2,2,3767400
Super built-up  Area,20-Dec,Makati,3 BHK,,1306,3,2,3770850
Super built-up  Area,20-Jun,Panabo,3 BHK,HMonymp,1306,3,2,3770850
Super built-up  Area,Ready To Move,Silay,1 BHK,Rallaa ,994,2,0,3772230
Super built-up  Area,Ready To Move,San Carlos,3 BHK,Aconyit,1368,2,1,3774990
Super built-up  Area,Ready To Move,Danao,3 BHK,,1370,2,2,3780510
Super built-up  Area,Ready To Move,Trece Martires,3 BHK,,1370,2,1,3780510
Super built-up  Area,Ready To Move,Alaminos,3 BHK,,1370,2,2,3780510
Super built-up  Area,Ready To Move,Tandag,3 BHK,,1370,2,1,3780510
Super built-up  Area,Ready To Move,Bacolod,3 BHK,VisicCl,1315,2,1,3781200
Super built-up  Area,18-May,Catbalogan,3 BHK,,1370,2,2,3781200
Super built-up  Area,18-Apr,Legazpi,2 BHK,,1125,2,1,3781200
Super built-up  Area,Ready To Move,Gingoog,2 BHK,Pae 1ov,1220,2,2,3787410
Plot  Area,Ready To Move,Sorsogon City,4 Bedroom,,915,4,1,3788100
Super built-up  Area,Ready To Move,Tabuk,2 BHK,,1061,2,1,3789480
Super built-up  Area,Ready To Move,Vigan,3 BHK,,1375,2,1,3794310
Super built-up  Area,Ready To Move,Roxas,3 BHK,Collsrn,1410,2,3,3794310
Super built-up  Area,Ready To Move,Lamitan,2 BHK,Elidet ,845,2,1,3795000
Super built-up  Area,Ready To Move,Gapan,2 BHK,,1110,2,2,3795000
Built-up  Area,Ready To Move,Lucena,2 BHK,,1060,2,2,3795000
Super built-up  Area,Ready To Move,Dumaguete,3 BHK,,1252,3,3,3795000
Super built-up  Area,Ready To Move,Passi,2 BHK,,1200,2,2,3795000
Super built-up  Area,Ready To Move,Samal,3 BHK,Prldsri,1150,2,1,3795000
Built-up  Area,Ready To Move,Calbayog,2 BHK,DLhtsen,1166,2,2,3795000
Built-up  Area,Ready To Move,Calamba,2 BHK,Soionar,1260,2,2,3795000
Plot  Area,17-Dec,Ozamiz,2 Bedroom,Courf T,1000,2,1,3795000
Super built-up  Area,Ready To Move,Tuguegarao,2 BHK,,1120,2,2,3795000
Super built-up  Area,Ready To Move,General Trias,2 BHK,,1069,2,1,3795000
Super built-up  Area,Ready To Move,Navotas,3 BHK,Puachal,1450,3,2,3795000
Super built-up  Area,Ready To Move,Mandaue,2 BHK,,1150,2,2,3795000
Built-up  Area,Ready To Move,Talisay,2 BHK,BrardCo,1160,2,1,3795000
Built-up  Area,Ready To Move,San Carlos,2 BHK,BrlisCo,1200,2,2,3795000
Plot  Area,Ready To Move,Maasin,2 Bedroom,SuVue S,600,2,1,3795000
Super built-up  Area,Ready To Move,Pasay,2 BHK,SoliaMa,775,2,1,3795000
Super built-up  Area,Ready To Move,San Jose del Monte,2 BHK,Prlmsge,1070,2,1,3795000
Super built-up  Area,Ready To Move,Cabanatuan,3 BHK,Prarkun,1400,2,3,3795000
Super built-up  Area,Ready To Move,Tayabas,3 BHK,,1554,3,2,3795000
Super built-up  Area,Ready To Move,Lipa,2 BHK,SoitaCa,1060,2,1,3795000
Built-up  Area,Ready To Move,Tacloban,2 BHK,Siite E,1467,2,1,3795000
Super built-up  Area,Ready To Move,Marawi,3 BHK,,1403,3,1,3795000
Super built-up  Area,Ready To Move,Bais,2 BHK,,1339,2,2,3795000
Super built-up  Area,Ready To Move,Cabuyao,2 BHK,Thiced ,1133,2,2,3795000
Super built-up  Area,Ready To Move,Bacoor,2 BHK,,1120,2,2,3795000
Super built-up  Area,Ready To Move,Cotabato City,2 BHK,,1200,2,2,3795000
Super built-up  Area,Ready To Move,San Juan,3 BHK,,1415,2,1,3795000
Carpet  Area,Ready To Move,Talisay,1 BHK,,785,1,1,3795000
Super built-up  Area,Ready To Move,Sipalay,2 BHK,,1030,2,,3795000
Super built-up  Area,Ready To Move,Santiago,2 BHK,,1300,2,3,3795000
Super built-up  Area,Ready To Move,Carcar,2 BHK,Dhncyud,900,2,1,3795000
Built-up  Area,Ready To Move,Quezon City,2 BHK,GoityEt,1181,2,0,3795000
Super built-up  Area,18-May,Canlaon,2 BHK,Evood S,812,2,2,3795000
Super built-up  Area,Ready To Move,Dapitan,2 BHK,,1200,2,1,3795000
Super built-up  Area,Ready To Move,Santo Tomas,2 BHK,,927,2,2,3795000
Super built-up  Area,Ready To Move,Dipolog,3 BHK,Raard B,1690,2,2,3795000
Built-up  Area,Ready To Move,Muntinlupa,2 BHK,,1070,2,1,3795000
Super built-up  Area,Ready To Move,San Fernando,2 BHK,BriumMi,1145,2,2,3795000
Built-up  Area,Ready To Move,Imus,2 BHK,,1190,2,2,3795000
Plot  Area,Ready To Move,Ormoc,2 Bedroom,Syonyph,900,2,0,3795000
Built-up  Area,Ready To Move,Urdaneta,1 BHK,,640,1,0,3795000
Built-up  Area,Ready To Move,Dagupan,2 BHK,,1277,2,2,3795000
Super built-up  Area,Ready To Move,Puerto Princesa,3 BHK,Soresea,1600,2,2,3795000
Super built-up  Area,Ready To Move,Caloocan,3 BHK,,1350,3,1,3795000
Built-up  Area,Ready To Move,Digos,2 BHK,,1100,2,2,3795000
Super built-up  Area,Ready To Move,Bago,2 BHK,PueraRi,1031,2,1,3795000
Super built-up  Area,Ready To Move,Borongan,2 BHK,ManceEl,1238,2,3,3795000
Super built-up  Area,Ready To Move,Mati,2 BHK,,1000,1,1,3795000
Built-up  Area,18-May,Tanauan,2 BHK,,2200,2,1,3795000
Super built-up  Area,Ready To Move,Iloilo City,3 BHK,,1400,2,2,3795000
Built-up  Area,Ready To Move,Cabadbaran,2 BHK,,1060,2,2,3795000
Built-up  Area,Ready To Move,Pagadian,2 BHK,,1135,2,3,3795000
Super built-up  Area,Ready To Move,Sagay,3 BHK,PrncyRe,1625,3,2,3795000
Super built-up  Area,Ready To Move,Toledo,2 BHK,GMown E,1100,2,2,3795000
Super built-up  Area,Ready To Move,Baybay,2 BHK,PrpiaSr,1055,2,2,3795000
Super built-up  Area,Ready To Move,Marikina,3 BHK,MDncyhi,1360,3,3,3795000
Super built-up  Area,Ready To Move,Antipolo,2 BHK,Pudgear,871,2,2,3795000
Plot  Area,Ready To Move,Manila,2 Bedroom,Coowsri,1200,2,0,3795000
Built-up  Area,Ready To Move,Himamaylan,2 BHK,MenueNo,912,2,1,3795000
Super built-up  Area,Ready To Move,Iriga,3 BHK,,1535,3,1,3795000
Plot  Area,Ready To Move,Masbate,2 Bedroom,,900,2,0,3795000
Carpet  Area,Ready To Move,Valenzuela,2 BHK,,1043,2,2,3795000
Super built-up  Area,Ready To Move,Cauayan,2 BHK,,1210,2,3,3795000
Super built-up  Area,Ready To Move,Tangub,3 BHK,SApusnu,1300,2,1,3795000
Super built-up  Area,Ready To Move,Surigao,2 BHK,Srayatr,1084,2,3,3795000
Super built-up  Area,Ready To Move,Zamboanga City,2 BHK,Srmitev,918,2,2,3795000
Built-up  Area,Ready To Move,Oroquieta,3 BHK,,1250,2,1,3795000
Built-up  Area,18-Jun,Mabalacat,1 BHK,Oztarol,905,1,1,3795000
Built-up  Area,Ready To Move,San Pablo,2 BHK,RotatHa,1069,2,,3795000
Built-up  Area,Ready To Move,San Jose,2 BHK,Prarkun,1345,2,2,3795000
Built-up  Area,Ready To Move,Batac,2 BHK,PrityTr,1150,2,0,3795000
Built-up  Area,Ready To Move,Malolos,3 BHK,Prtanha,1190,3,1,3795000
Super built-up  Area,Ready To Move,Naga,2 BHK,Dehts H,1100,2,1,3795000
Built-up  Area,Ready To Move,Laoag,2 BHK,SMaxyay,850,2,2,3795000
Super built-up  Area,Ready To Move,Cadiz,3 BHK,LGapeon,1500,2,3,3795000
Built-up  Area,Ready To Move,Victorias,3 BHK,Prtanha,1875,3,1,3795000
Super built-up  Area,Ready To Move,Tabaco,2 BHK,GancyRe,1262,2,2,3795000
Super built-up  Area,Ready To Move,Malaybalay,2 BHK,Salle F,1080,2,2,3795000
Super built-up  Area,Ready To Move,Cagayan de Oro,2 BHK,ArrdsOr,1301,2,2,3795000
Built-up  Area,Ready To Move,Kidapawan,2 BHK,Vaw 2il,1080,2,1,3795000
Super built-up  Area,Ready To Move,Malabon,2 BHK,Fants A,1277,2,2,3795000
Built-up  Area,Ready To Move,Escalante,2 BHK,,975,2,1,3795000
Built-up  Area,Ready To Move,Iligan,2 BHK,,1200,2,2,3795000
Super built-up  Area,Ready To Move,Tagum,2 BHK,Prityel,1080,2,2,3795000
Super built-up  Area,17-Oct,Koronadal,2 BHK,,1225,2,2,3795000
Super built-up  Area,Ready To Move,Tagbilaran,3 BHK,,1082,2,1,3795000
Super built-up  Area,Ready To Move,Angeles,3 BHK,PrarePa,1440,2,2,3795000
Super built-up  Area,Ready To Move,Meycauayan,3 BHK,Pridsi ,1180,3,1,3795000
Super built-up  Area,Ready To Move,Palayan,3 BHK,SoisoCa,1124,2,2,3795000
Super built-up  Area,18-May,Lapu-Lapu,3 BHK,BrdgeNo,1250,3,2,3795000
Super built-up  Area,Ready To Move,Tagaytay,3 BHK,VRrtsa ,1200,2,1,3795000
Super built-up  Area,Ready To Move,Isabela,2 BHK,,1200,2,1,3795000
Super built-up  Area,Ready To Move,La Carlota,2 BHK,Coona A,1146,2,3,3795000
Super built-up  Area,Ready To Move,Ilagan,2 BHK,RothaVa,1113,2,1,3795000
Super built-up  Area,18-Feb,Davao City,2 BHK,Viaxy G,1070,2,1,3795000
Super built-up  Area,Ready To Move,Candon,2 BHK,Cadel C,1252,2,2,3795000
Built-up  Area,Ready To Move,Baguio,3 Bedroom,PrarePa,1408,2,0,3795000
Super built-up  Area,Ready To Move,Guihulngan,2 BHK,Epllan ,1143,2,1,3795000
Super built-up  Area,Ready To Move,Valencia,1 BHK,GoAirej,780,1,1,3795000
Built-up  Area,Ready To Move,Cebu City,2 BHK,ManceEl,814,2,1,3795000
Super built-up  Area,Ready To Move,Cavite City,2 BHK,DNncasa,1010,2,2,3795000
Super built-up  Area,Ready To Move,Bayugan,2 BHK,Vabow R,1160,2,1,3795000
Carpet  Area,Ready To Move,General Santos,2 BHK,,1103,2,1,3795000
Built-up  Area,Ready To Move,Taguig,2 BHK,Collsrn,1100,2,1,3795000
Super built-up  Area,Ready To Move,Batangas,2 BHK,ArnzaFi,950,2,1,3795000
Plot  Area,Ready To Move,Mandaluyong,1 Bedroom,,600,2,0,3795000
Super built-up  Area,Ready To Move,Kabankalan,2 BHK,Itala A,1031,2,1,3795000
Super built-up  Area,Ready To Move,Bislig,2 BHK,,1127,2,2,3795000
Super built-up  Area,Ready To Move,El Salvador,3 BHK,,1610,2,2,3795000
Super built-up  Area,Ready To Move,Santa Rosa,2 BHK,Undge T,1312,2,2,3795000
Super built-up  Area,Ready To Move,Tanjay,2 BHK,,1020,2,2,3795000
Super built-up  Area,Ready To Move,Ligao,2 BHK,MDoseim,1113.12,2,2,3795000
Super built-up  Area,Ready To Move,Olongapo,2 BHK,,985,2,1,3795000
Super built-up  Area,Ready To Move,Bayawan,2 BHK,,982,2,2,3795000
Built-up  Area,Ready To Move,Pasig,3 BHK,MNtha A,1740,3,2,3795000
Plot  Area,Ready To Move,San Pedro,2 Bedroom,Koowsis,900,2,0,3795000
Super built-up  Area,Ready To Move,Tarlac City,2 BHK,Gaent R,1475,2,2,3795000
Super built-up  Area,Ready To Move,Tacurong,2 BHK,Soionar,970,2,1,3795000
Super built-up  Area,Ready To Move,Bogo,2 BHK,Shntsad,1126,2,1,3795000
Plot  Area,Ready To Move,Naga,4 Bedroom,GMown E,906,3,2,3795000
Super built-up  Area,Ready To Move,Calapan,3 BHK,,997,3,2,3795000
Plot  Area,Ready To Move,Balanga,2 Bedroom,,900,2,0,3795000
Super built-up  Area,Ready To Move,San Fernando,2 BHK,,708,1,1,3795000
Built-up  Area,Ready To Move,Butuan,2 BHK,Sriseva,1100,2,1,3795000
Super built-up  Area,Ready To Move,Makati,2 BHK,Vastael,1160,2,1,3795000
Super built-up  Area,Ready To Move,Panabo,1 BHK,Roiti A,705,1,1,3795000
Super built-up  Area,Ready To Move,Silay,3 BHK,,1330,2,2,3795000
Plot  Area,Ready To Move,San Carlos,2 Bedroom,SSonsvi,500,2,1,3795000
Super built-up  Area,Ready To Move,Danao,3 BHK,Bregae ,1455,2,2,3795000
Super built-up  Area,Ready To Move,Trece Martires,2 BHK,Niara S,1060,2,1,3795000
Super built-up  Area,Ready To Move,Alaminos,2 BHK,Masta A,1155,2,2,3795000
Super built-up  Area,Ready To Move,Tandag,2 BHK,,1100,1,2,3795000
Super built-up  Area,Ready To Move,Bacolod,3 BHK,,1424,2,3,3795000
Super built-up  Area,Ready To Move,Catbalogan,3 BHK,,1250,3,1,3795000
Built-up  Area,Ready To Move,Legazpi,2 BHK,,1230,2,3,3795000
Super built-up  Area,Ready To Move,Gingoog,2 BHK,SPavenc,934,2,2,3795000
Built-up  Area,Ready To Move,Sorsogon City,2 BHK,Baveles,1100,2,1,3795000
Built-up  Area,Ready To Move,Tabuk,3 BHK,VBavaai,1300,2,2,3795000
Super built-up  Area,Ready To Move,Vigan,2 BHK,Prrry M,800,2,1,3795000
Plot  Area,Ready To Move,Roxas,2 Bedroom,Pamesy ,900,2,0,3795000
Super built-up  Area,Ready To Move,Lamitan,2 BHK,Gaodsch,914,2,2,3795000
Super built-up  Area,Ready To Move,Gapan,2 BHK,SosonGa,1194,2,0,3795000
Super built-up  Area,Ready To Move,Lucena,2 BHK,GonumPl,1350,3,2,3795000
Super built-up  Area,Ready To Move,Dumaguete,2 BHK,Srconor,1075,2,1,3795000
Super built-up  Area,Ready To Move,Passi,3 BHK,GrrvaGr,1179,2,1,3795000
Built-up  Area,Ready To Move,Samal,2 BHK,Sariaat,1069,2,1,3795000
Super built-up  Area,Ready To Move,Calbayog,2 BHK,,1065,2,2,3795000
Built-up  Area,Ready To Move,Calamba,3 BHK,NCondia,1436,2,2,3795000
Built-up  Area,Ready To Move,Ozamiz,2 BHK,Mameser,1100,2,2,3795000
Built-up  Area,Ready To Move,Tuguegarao,1 Bedroom,AWharde,400,1,0,3795000
Super built-up  Area,Ready To Move,General Trias,2 BHK,G conTh,1141,2,1,3795000
Super built-up  Area,Ready To Move,Navotas,3 BHK,,1380,2,2,3795000
Built-up  Area,Ready To Move,Mandaue,2 BHK,Saesttt,1200,2,2,3795000
Built-up  Area,Ready To Move,Talisay,2 BHK,,1190,2,1,3795000
Built-up  Area,Ready To Move,San Carlos,2 BHK,,1133,2,1,3795000
Super built-up  Area,Ready To Move,Maasin,3 BHK,Saite G,1385,3,1,3795000
Super built-up  Area,Ready To Move,Pasay,2 BHK,BrdgeNo,1265,2,2,3795000
Built-up  Area,Ready To Move,San Jose del Monte,2 BHK,,1230,2,3,3795000
Super built-up  Area,Ready To Move,Cabanatuan,3 BHK,Koagati,1455,2,2,3795000
Super built-up  Area,18-Nov,Tayabas,2 BHK,Raard B,984,2,1,3795000
Super built-up  Area,Ready To Move,Lipa,2 BHK,Veales ,1100,2,2,3795000
Built-up  Area,Ready To Move,Tacloban,2 BHK,Oreldhi,1050,2,1,3795000
Built-up  Area,Ready To Move,Marawi,2 BHK,,1314,2,3,3795000
Super built-up  Area,Ready To Move,Bais,2 BHK,,1186,2,3,3795000
Super built-up  Area,Ready To Move,Cabuyao,2 BHK,Sosisic,1125,2,3,3795000
Super built-up  Area,Ready To Move,Bacoor,2 BHK,,1150,2,2,3795000
Super built-up  Area,Ready To Move,Cotabato City,2 BHK,,1020,2,2,3795000
Super built-up  Area,18-May,San Juan,2 BHK,GoityEt,1200,2,2,3795000
Super built-up  Area,Ready To Move,Talisay,3 BHK,,1310,2,1,3795000
Super built-up  Area,Ready To Move,Sipalay,3 BHK,PrityTr,1400,2,1,3795000
Super built-up  Area,Ready To Move,Santiago,2 BHK,DLhtsnd,1010,2,2,3795000
Plot  Area,Ready To Move,Carcar,2 Bedroom,,900,2,0,3795000
Super built-up  Area,Ready To Move,Quezon City,2 BHK,MJtroty,1020,2,1,3795000
Built-up  Area,Ready To Move,Canlaon,3 BHK,,1400,3,2,3795000
Built-up  Area,Ready To Move,Dapitan,2 BHK,,1100,2,1,3795000
Super built-up  Area,Ready To Move,Santo Tomas,3 BHK,Shana S,1425,3,2,3795000
Super built-up  Area,Ready To Move,Dipolog,3 BHK,,1320,2,2,3795000
Super built-up  Area,Ready To Move,Muntinlupa,2 BHK,,1115,2,1,3795000
Super built-up  Area,Ready To Move,San Fernando,2 BHK,EmardBo,1250,2,1,3795000
Super built-up  Area,Ready To Move,Imus,2 BHK,,960,2,1,3795000
Super built-up  Area,Ready To Move,Ormoc,2 BHK,Suriaa ,1300,2,2,3795000
Super built-up  Area,Ready To Move,Urdaneta,3 BHK,Metrais,1495,3,2,3795000
